Sentence #,Word,Tag
,``,O
Sentence: 28,``,O
,The,O
,algorithm,O
,for,O
,finding,O
,dominators,O
,in,O
,a,O
,flowgraph,O
,that,O
,is,O
,used,O
,here,O
,",",O
,was,O
,developed,O
,by,O
,Thomas,B-AUTHOR
,Lengauer,I-AUTHOR
,and,O
,Robert,B-AUTHOR
,E.,I-AUTHOR
,Tarjan,I-AUTHOR
,of,O
,Stanford,O
,University,O
,.,O
,The,O
,algorithm,O
,is,O
,described,O
,in,O
,their,O
,article,O
,:,O
,A,B-TITLE
,Fast,I-TITLE
,Algorithm,I-TITLE
,for,I-TITLE
,Finding,I-TITLE
,Dominators,I-TITLE
,in,I-TITLE
,a,I-TITLE
,Flowgraph,I-TITLE
,which,O
,was,O
,published,O
,in,O
,:,O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Programming,I-BOOKTITLE_OR_JOURNAL
,Languages,I-BOOKTITLE_OR_JOURNAL
,and,I-BOOKTITLE_OR_JOURNAL
,Systems,I-BOOKTITLE_OR_JOURNAL
,",",O
,Vol,B-VOLUME
,.,I-VOLUME
,1,I-VOLUME
,",",O
,No,B-NUMBER
,.,I-NUMBER
,1,I-NUMBER
,",",O
,July,B-MONTH
,1979,B-YEAR
,",",O
,Pages,B-PAGES
,121-141.,I-PAGES
,``,O
Sentence: 29,``,O
,The,O
,choose,O
,subtree,O
,method,O
,proposed,O
,by,O
,the,O
,R,O
,-Tree,O
,for,O
,leaf,O
,nodes,O
,.,O
,<,O
,p,O
,>,O
,N.,B-AUTHOR
,Beckmann,I-AUTHOR
,",",O
,H.-P.,B-AUTHOR
,Kriegel,I-AUTHOR
,",",O
,R.,B-AUTHOR
,Schneider,I-AUTHOR
,",",O
,B.,B-AUTHOR
,Seeger,I-AUTHOR
,:,O
,<,O
,br,O
,>,O
,The,B-TITLE
,R,I-TITLE
,-tree,I-TITLE
,:,I-TITLE
,an,I-TITLE
,efficient,I-TITLE
,and,I-TITLE
,robust,I-TITLE
,access,I-TITLE
,method,I-TITLE
,for,I-TITLE
,points,I-TITLE
,and,I-TITLE
,rectangles,I-TITLE
,<,O
,br,O
,>,O
,in,O
,:,O
,Proceedings,B-BOOKTITLE_OR_JOURNAL
,of,I-BOOKTITLE_OR_JOURNAL
,the,I-BOOKTITLE_OR_JOURNAL
,1990,B-TITLE
,ACM,I-BOOKTITLE_OR_JOURNAL
,SIGMOD,I-BOOKTITLE_OR_JOURNAL
,International,I-BOOKTITLE_OR_JOURNAL
,Conference,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Management,I-BOOKTITLE_OR_JOURNAL
,of,I-BOOKTITLE_OR_JOURNAL
,Data,I-BOOKTITLE_OR_JOURNAL
,",",O
,Atlantic,B-ADDRESS
,City,I-ADDRESS
,",",I-ADDRESS
,NJ,I-ADDRESS
,",",O
,May,B-MONTH
,23-25,B-PAGES
,",",O
,1990,B-YEAR
,<,O
,p,O
,>,O
,@,O
,author,O
,Erich,O
,Schubert,O
,@,O
,since,O
,0.5.0,O
,``,O
Sentence: 30,``,O
,Canopy,O
,pre-clustering,O
,is,O
,a,O
,simple,O
,preprocessing,O
,step,O
,for,O
,clustering,O
,.,O
,Reference,O
,:,O
,<,O
,p,O
,>,O
,A.,B-AUTHOR
,McCallum,I-AUTHOR
,",",O
,K.,B-AUTHOR
,Nigam,I-AUTHOR
,",",O
,L.H,B-AUTHOR
,.,I-AUTHOR
,Ungar,I-AUTHOR
,<,O
,br,O
,>,O
,Efficient,B-TITLE
,Clustering,I-TITLE
,of,I-TITLE
,High,I-TITLE
,Dimensional,I-TITLE
,Data,I-TITLE
,Sets,I-TITLE
,with,I-TITLE
,Application,I-TITLE
,to,I-TITLE
,Reference,I-TITLE
,Matching,I-TITLE
,<,O
,br,O
,>,B-BOOKTITLE_OR_JOURNAL
,Proc,I-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,6th,I-BOOKTITLE_OR_JOURNAL
,ACM,I-BOOKTITLE_OR_JOURNAL
,SIGKDD,I-BOOKTITLE_OR_JOURNAL
,international,I-BOOKTITLE_OR_JOURNAL
,conference,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Knowledge,I-BOOKTITLE_OR_JOURNAL
,discovery,I-BOOKTITLE_OR_JOURNAL
,and,I-BOOKTITLE_OR_JOURNAL
,data,I-BOOKTITLE_OR_JOURNAL
,mining,I-BOOKTITLE_OR_JOURNAL
,<,O
,p,O
,>,O
,@,O
,author,O
,Erich,O
,Schubert,O
,@,O
,since,O
,0.6.0,O
,@,O
,param,O
,<,O
,O,O
,>,O
,Object,O
,type,O
,``,O
Sentence: 31,``,O
,xmm_exp.c,O
,xmmLibm,O
,Created,O
,by,O
,Ian,O
,Ollmann,O
,",",O
,Ph.D.,O
,on,O
,7,O
,14,O
,05,O
,.,O
,Copyright,O
,�,O
,2005,O
,Apple,O
,Computer,O
,",",O
,Inc.,O
,All,O
,rights,O
,reserved,O
,.,O
,Constants,O
,from,O
,original,O
,typing,O
,by,O
,Earl,O
,Killian,O
,of,O
,MIPS,O
,on,O
,March,O
,23rd,O
,",",O
,1992,O
,.,O
,Converted,O
,from,O
,pairs,O
,of,O
,32-bit,O
,hexadecimal,O
,words,O
,to,O
,C99,O
,notation,O
,",",O
,by,O
,Ian,O
,Ollmann,O
,Algorithm,O
,from,O
,Peter,B-AUTHOR
,Tang,I-AUTHOR
,:,O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Mathematical,I-BOOKTITLE_OR_JOURNAL
,Software,I-BOOKTITLE_OR_JOURNAL
,",",O
,Vol,B-VOLUME
,16,I-VOLUME
,",",O
,4,B-NUMBER
,",",O
,December,B-MONTH
,1990,B-YEAR
,",",O
,pp,B-PAGES
,378-400,I-PAGES
,``,O
Sentence: 32,``,O
,@,O
,class,O
,vtkSliceAndDiceLayoutStrategy,O
,@,O
,brief,O
,a,O
,horizontal,O
,and,O
,vertical,O
,slicing,O
,tree,O
,map,O
,layout,O
,Lays,O
,out,O
,a,O
,tree-map,O
,alternating,O
,between,O
,horizontal,O
,and,O
,vertical,O
,slices,O
,",",O
,taking,O
,into,O
,account,O
,the,O
,relative,O
,size,O
,of,O
,each,O
,vertex,O
,.,O
,@,O
,par,O
,Thanks,O
,:,O
,Slice,O
,and,O
,dice,O
,algorithm,O
,comes,O
,from,O
,:,O
,Shneiderman,B-AUTHOR
,",",I-AUTHOR
,B,I-AUTHOR
,.,O
,1992,B-YEAR
,.,O
,Tree,B-TITLE
,visualization,I-TITLE
,with,I-TITLE
,tree-maps,I-TITLE
,:,I-TITLE
,2-d,I-TITLE
,space-filling,I-TITLE
,approach,I-TITLE
,.,O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Trans,I-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,Graph,I-BOOKTITLE_OR_JOURNAL
,.,O
,11,B-VOLUME
,",",O
,1,B-NUMBER
,(,O
,Jan.,B-MONTH
,1992,O
,),O
,",",O
,92-99.,B-PAGES
,``,O
Sentence: 33,``,O
,brief,O
,Level,O
,set,O
,based,O
,3-D,O
,liquid,O
,solver,O
,.,O
,This,O
,class,O
,implements,O
,level,O
,set-based,O
,3-D,O
,liquid,O
,solver,O
,.,O
,It,O
,defines,O
,the,O
,surface,O
,of,O
,the,O
,liquid,O
,using,O
,signed-distance,O
,field,O
,and,O
,use,O
,stable,O
,fluids,O
,framework,O
,to,O
,compute,O
,the,O
,forces,O
,.,O
,see,O
,Enright,B-AUTHOR
,",",I-AUTHOR
,Douglas,I-AUTHOR
,",",O
,Stephen,B-AUTHOR
,Marschner,I-AUTHOR
,",",O
,and,O
,Ronald,B-AUTHOR
,Fedkiw,I-AUTHOR
,.,O
,``,O
,Animation,B-TITLE
,and,I-TITLE
,rendering,I-TITLE
,of,I-TITLE
,complex,I-TITLE
,water,I-TITLE
,surfaces,I-TITLE
,.,O
,'',O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Graphics,I-BOOKTITLE_OR_JOURNAL
,(,I-BOOKTITLE_OR_JOURNAL
,TOG,I-BOOKTITLE_OR_JOURNAL
,),I-BOOKTITLE_OR_JOURNAL
,.,O
,Vol,B-VOLUME
,.,I-VOLUME
,21,I-VOLUME
,.,O
,No,B-NUMBER
,.,I-NUMBER
,3,I-NUMBER
,.,O
,ACM,B-PUBLISHER
,",",O
,2002.,B-YEAR
,``,O
Sentence: 34,``,O
,[,O
,3,O
,],O
,B.,B-AUTHOR
,Kagstrom,I-AUTHOR
,and,O
,P.,B-AUTHOR
,Poromaa,I-AUTHOR
,",",O
,LAPACK-Style,B-TITLE
,Algorithms,I-TITLE
,and,I-TITLE
,Software,I-TITLE
,for,I-TITLE
,Solving,I-TITLE
,the,I-TITLE
,Generalized,I-TITLE
,Sylvester,I-TITLE
,Equation,I-TITLE
,and,I-TITLE
,Estimating,I-TITLE
,the,I-TITLE
,Separation,I-TITLE
,between,I-TITLE
,Regular,I-TITLE
,Matrix,I-TITLE
,Pairs,I-TITLE
,",",O
,Report,O
,UMINF,O
,-,O
,93.23,O
,",",O
,Department,O
,of,O
,Computing,O
,Science,O
,",",O
,Umea,O
,University,O
,",",O
,S-901,O
,87,O
,Umea,B-ADDRESS
,",",I-ADDRESS
,Sweden,I-ADDRESS
,",",O
,December,B-MONTH
,1993,B-YEAR
,",",O
,Revised,O
,April,B-MONTH
,1994,B-YEAR
,",",O
,Also,O
,as,O
,LAPACK,B-TITLE
,working,I-TITLE
,Note,I-TITLE
,75,I-TITLE
,.,O
,To,O
,appear,O
,in,O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Trans,I-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Math,I-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,Software,I-BOOKTITLE_OR_JOURNAL
,",",O
,Vol,B-VOLUME
,22,I-VOLUME
,",",O
,No,B-NUMBER
,1,I-NUMBER
,",",O
,1996.,B-YEAR
,``,O
Sentence: 35,``,O
,Code,O
,below,O
,is,O
,stolen,O
,from,O
,R,O
,sources,O
,.,O
,Thanks,O
,to,O
,the,O
,R,O
,team,O
,References,O
,:,O
,[,O
,1,O
,],O
,Shape,O
,parameter,O
,a,O
,>,O
,=,O
,1,O
,.,O
,Algorithm,O
,GD,O
,in,O
,:,O
,Ahrens,B-AUTHOR
,",",I-AUTHOR
,J.H,I-AUTHOR
,.,I-AUTHOR
,and,O
,Dieter,B-AUTHOR
,",",I-AUTHOR
,U,I-AUTHOR
,.,I-AUTHOR
,(,O
,1982,B-YEAR
,),O
,.,O
,Generating,O
,gamma,O
,variates,O
,by,O
,a,O
,modified,O
,rejection,O
,technique,O
,.,O
,Comm,B-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,ACM,I-BOOKTITLE_OR_JOURNAL
,",",O
,25,B-VOLUME
,",",O
,47-54,B-PAGES
,.,O
,[,O
,2,O
,],O
,Shape,O
,parameter,O
,0,O
,<,O
,a,O
,<,O
,1,O
,.,O
,Algorithm,O
,GS,O
,in,O
,:,O
,Ahrens,B-AUTHOR
,",",I-AUTHOR
,J.H,I-AUTHOR
,.,I-AUTHOR
,and,O
,Dieter,B-AUTHOR
,",",I-AUTHOR
,U,I-AUTHOR
,.,I-AUTHOR
,(,O
,1974,B-YEAR
,),O
,.,O
,Computer,B-TITLE
,methods,I-TITLE
,for,I-TITLE
,sampling,I-TITLE
,from,I-TITLE
,gamma,I-TITLE
,",",I-TITLE
,beta,I-TITLE
,",",I-TITLE
,poisson,I-TITLE
,and,I-TITLE
,binomial,I-TITLE
,distributions,I-TITLE
,.,O
,Computing,B-BOOKTITLE_OR_JOURNAL
,",",O
,12,B-VOLUME
,",",O
,223-246.,B-PAGES
,``,O
Sentence: 36,``,O
,.NAME,O
,vtkSliceAndDiceLayoutStrategy,O
,-,O
,a,O
,horizontal,O
,and,O
,vertical,O
,slicing,O
,tree,O
,map,O
,layout,O
,.SECTION,O
,Description,O
,Lays,O
,out,O
,a,O
,tree-map,O
,alternating,O
,between,O
,horizontal,O
,and,O
,vertical,O
,slices,O
,",",O
,taking,O
,into,O
,account,O
,the,O
,relative,O
,size,O
,of,O
,each,O
,vertex,O
,.,O
,.SECTION,O
,Thanks,O
,Slice,O
,and,O
,dice,O
,algorithm,O
,comes,O
,from,O
,:,O
,Shneiderman,B-AUTHOR
,",",I-AUTHOR
,B,I-AUTHOR
,.,I-AUTHOR
,1992,B-YEAR
,.,O
,Tree,B-TITLE
,visualization,I-TITLE
,with,I-TITLE
,tree-maps,I-TITLE
,:,I-TITLE
,2-d,I-TITLE
,space-filling,I-TITLE
,approach,I-TITLE
,.,O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Trans,I-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,Graph,I-BOOKTITLE_OR_JOURNAL
,.,O
,11,B-VOLUME
,",",O
,1,B-NUMBER
,(,O
,Jan.,B-MONTH
,1992,B-YEAR
,),O
,",",O
,92-99.,B-PAGES
,``,O
Sentence: 37,``,O
,Complex,O
,arc,O
,sine,O
,function,O
,asin,O
,(,O
,z,O
,),O
,.,O
,This,O
,implementation,O
,is,O
,a,O
,extended,O
,version,O
,of,O
,A,O
,&,O
,amp,O
,;,O
,STT,O
,4.4.37,O
,with,O
,some,O
,bound,O
,checks,O
,due,O
,<,O
,pre,O
,>,B-AUTHOR
,Hull,I-AUTHOR
,et,I-AUTHOR
,al,I-AUTHOR
,",",O
,``,O
,Implementing,B-TITLE
,the,I-TITLE
,complex,I-TITLE
,arcsin,I-TITLE
,and,I-TITLE
,arccosine,I-TITLE
,functions,I-TITLE
,using,I-TITLE
,exception,I-TITLE
,handling,I-TITLE
,'',O
,",",O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Mathematical,I-BOOKTITLE_OR_JOURNAL
,Software,I-BOOKTITLE_OR_JOURNAL
,",",O
,Volume,B-VOLUME
,23,I-VOLUME
,(,O
,1997,B-YEAR
,),O
,pp,B-PAGES
,299-335,I-PAGES
,.,O
,<,O
,pre,O
,>,O
,The,O
,result,O
,is,O
,only,O
,unique,O
,within,O
,the,O
,strip,O
,|re,O
,z|,O
,&,O
,lt,O
,;,O
,&,O
,pi,O
,;,O
,2,O
,.,O
,@,O
,param,O
,z,O
,the,O
,complex,O
,argument,O
,@,O
,return,O
,asin,O
,(,O
,z,O
,),O
,``,O
Sentence: 38,``,O
,Basic,O
,line,O
,search,O
,class,O
,.,O
,This,O
,method,O
,minimizes,O
,the,O
,energy,O
,of,O
,a,O
,system,O
,along,O
,a,O
,given,O
,direction,O
,using,O
,a,O
,two,O
,stage,O
,algorithm,O
,.,O
,It,O
,is,O
,based,O
,on,O
,cubic,O
,and,O
,quadratic,O
,interpolation,O
,methods,O
,of,O
,Jorge,O
,J,O
,.,O
,More,O
,and,O
,David,O
,J.,O
,Thuente,O
,.,O
,See,O
,[,O
,1,O
,],O
,J,B-AUTHOR
,.,I-AUTHOR
,More,I-AUTHOR
,and,O
,D.,B-AUTHOR
,Thuente,I-AUTHOR
,",",O
,``,O
,Line,B-TITLE
,search,I-TITLE
,algorithms,I-TITLE
,with,I-TITLE
,guaranteed,I-TITLE
,sufficient,I-TITLE
,decrease,I-TITLE
,",",O
,'',O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Mathematical,I-BOOKTITLE_OR_JOURNAL
,Software,I-BOOKTITLE_OR_JOURNAL
,20,B-VOLUME
,(,O
,1994,B-YEAR
,),O
,",",O
,no,B-VOLUME
,.,I-VOLUME
,3,I-VOLUME
,",",O
,pp,B-PAGES
,.,I-PAGES
,286-307.,I-PAGES
,ingroup,O
,MolmecEnergyMinimizer,O
,``,O
Sentence: 39,``,O
,brief,O
,3-D,O
,grid-based,O
,smoke,O
,solver,O
,.,O
,This,O
,class,O
,extends,O
,GridFluidSolver3,O
,to,O
,implement,O
,smoke,O
,simulation,O
,solver,O
,.,O
,It,O
,adds,O
,smoke,O
,density,O
,and,O
,temperature,O
,fields,O
,to,O
,define,O
,the,O
,smoke,O
,and,O
,uses,O
,buoyancy,O
,force,O
,to,O
,simulate,O
,hot,O
,rising,O
,smoke,O
,.,O
,see,O
,Fedkiw,B-AUTHOR
,",",I-AUTHOR
,Ronald,I-AUTHOR
,",",O
,Jos,B-AUTHOR
,Stam,I-AUTHOR
,",",O
,and,O
,Henrik,B-AUTHOR
,Wann,I-AUTHOR
,Jensen,I-AUTHOR
,.,O
,``,O
,Visual,B-TITLE
,simulation,I-TITLE
,of,I-TITLE
,smoke,I-TITLE
,.,O
,'',O
,Proceedings,B-BOOKTITLE_OR_JOURNAL
,of,I-BOOKTITLE_OR_JOURNAL
,the,I-BOOKTITLE_OR_JOURNAL
,28th,I-BOOKTITLE_OR_JOURNAL
,annual,I-BOOKTITLE_OR_JOURNAL
,conference,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Computer,I-BOOKTITLE_OR_JOURNAL
,graphics,I-BOOKTITLE_OR_JOURNAL
,and,I-BOOKTITLE_OR_JOURNAL
,interactive,I-BOOKTITLE_OR_JOURNAL
,techniques,I-BOOKTITLE_OR_JOURNAL
,.,O
,ACM,B-PUBLISHER
,",",O
,2001.,B-YEAR
,``,O
Sentence: 40,``,O
,brief,O
,2-D,O
,grid-based,O
,smoke,O
,solver,O
,.,O
,This,O
,class,O
,extends,O
,GridFluidSolver2,O
,to,O
,implement,O
,smoke,O
,simulation,O
,solver,O
,.,O
,It,O
,adds,O
,smoke,O
,density,O
,and,O
,temperature,O
,fields,O
,to,O
,define,O
,the,O
,smoke,O
,and,O
,uses,O
,buoyancy,O
,force,O
,to,O
,simulate,O
,hot,O
,rising,O
,smoke,O
,.,O
,see,O
,Fedkiw,B-AUTHOR
,",",I-AUTHOR
,Ronald,I-AUTHOR
,",",O
,Jos,B-AUTHOR
,Stam,I-AUTHOR
,",",O
,and,O
,Henrik,B-AUTHOR
,Wann,I-AUTHOR
,Jensen,I-AUTHOR
,.,O
,``,O
,Visual,B-TITLE
,simulation,I-TITLE
,of,I-TITLE
,smoke,I-TITLE
,.,I-TITLE
,'',O
,Proceedings,B-BOOKTITLE_OR_JOURNAL
,of,I-BOOKTITLE_OR_JOURNAL
,the,I-BOOKTITLE_OR_JOURNAL
,28th,I-BOOKTITLE_OR_JOURNAL
,annual,I-BOOKTITLE_OR_JOURNAL
,conference,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Computer,I-BOOKTITLE_OR_JOURNAL
,graphics,I-BOOKTITLE_OR_JOURNAL
,and,I-BOOKTITLE_OR_JOURNAL
,interactive,I-BOOKTITLE_OR_JOURNAL
,techniques,I-BOOKTITLE_OR_JOURNAL
,.,O
,ACM,B-PUBLISHER
,",",O
,2001.,B-YEAR
,``,O
Sentence: 41,``,O
,long,O
,mltmod,O
,(,O
,long,O
,a,O
,",",O
,long,O
,s,O
,",",O
,long,O
,m,O
,),O
,Returns,O
,(,O
,A,O
,S,O
,),O
,MOD,O
,M,O
,This,O
,is,O
,a,O
,transcription,O
,from,O
,Pascal,O
,to,O
,Fortran,O
,of,O
,routine,O
,MULtMod_Decompos,O
,from,O
,the,O
,paper,O
,L'Ecuyer,B-AUTHOR
,",",I-AUTHOR
,P.,I-AUTHOR
,and,O
,Cote,B-AUTHOR
,",",I-AUTHOR
,S.,I-AUTHOR
,``,O
,Implementing,B-TITLE
,a,I-TITLE
,Random,I-TITLE
,Number,I-TITLE
,Package,I-TITLE
,with,I-TITLE
,Splitting,I-TITLE
,Facilities,I-TITLE
,.,I-TITLE
,'',O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Mathematical,I-BOOKTITLE_OR_JOURNAL
,Software,I-BOOKTITLE_OR_JOURNAL
,",",O
,17:98-111,B-VOLUME
,(,O
,1991,B-YEAR
,),O
,Arguments,O
,a,O
,",",O
,s,O
,",",O
,m,O
,--,O
,>,O
,``,O
Sentence: 42,``,O
,Greenwald-Khanna,O
,quantile,O
,estimation,O
,algorithm,O
,on,O
,a,O
,sliding,O
,window,O
,.,O
,Parameters,O
,:,O
,-,O
,quantileEps,O
,:,O
,maximal,O
,relative,O
,error,O
,of,O
,the,O
,quantile,O
,estimation,O
,algorithm,O
,-,O
,countEps,O
,:,O
,maximal,O
,relative,O
,error,O
,of,O
,the,O
,count,O
,estimation,O
,procedure,O
,-,O
,quantiles,O
,:,O
,array,O
,of,O
,p-values,O
,to,O
,track,O
,Described,O
,in,O
,``,O
,Online,B-TITLE
,Algorithm,I-TITLE
,for,I-TITLE
,Approximate,I-TITLE
,Quantile,I-TITLE
,Queries,I-TITLE
,on,I-TITLE
,Sliding,I-TITLE
,Windows,I-TITLE
,'',O
,http,B-URL
,:,I-URL
,dl.acm.org,I-URL
,citation.cfm,I-URL
,?,I-URL
,id=2954329,I-URL
,'',O
Sentence: 43,``,O
,Normalized,O
,Discounted,O
,Cumulative,O
,Gain,O
,.,O
,This,O
,evaluation,O
,metric,O
,would,O
,be,O
,able,O
,to,O
,use,O
,relevance,O
,information,O
,",",O
,but,O
,the,O
,current,O
,implementation,O
,is,O
,for,O
,binary,O
,labels,O
,only,O
,(,O
,it,O
,is,O
,easy,O
,to,O
,add,O
,",",O
,but,O
,requires,O
,API,O
,additions,O
,or,O
,changes,O
,),O
,.,O
,Reference,O
,:,O
,<,O
,p,O
,>,O
,K.,B-AUTHOR
,Järvelin,I-AUTHOR
,",",O
,J.,B-AUTHOR
,Kekäläinen,I-AUTHOR
,<,O
,br,O
,>,O
,Cumulated,B-TITLE
,gain-based,I-TITLE
,evaluation,I-TITLE
,of,I-TITLE
,IR,I-TITLE
,techniques,I-TITLE
,<,O
,br,O
,>,O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Information,I-BOOKTITLE_OR_JOURNAL
,Systems,I-BOOKTITLE_OR_JOURNAL
,(,I-BOOKTITLE_OR_JOURNAL
,TOIS,I-BOOKTITLE_OR_JOURNAL
,),I-BOOKTITLE_OR_JOURNAL
,<,O
,p,O
,>,O
,TODO,O
,:,O
,support,O
,weighted,O
,ground,O
,truth,O
,.,O
,@,O
,author,O
,Erich,O
,Schubert,O
,``,O
Sentence: 44,``,O
,Purpose,O
,:,O
,ALNREL,O
,evaluates,O
,the,O
,function,O
,ln,O
,(,O
,1,O
,+,O
,A,O
,),O
,.,O
,Modified,O
,:,O
,17,O
,November,O
,2006,O
,Reference,O
,:,O
,Armido,B-AUTHOR
,DiDinato,I-AUTHOR
,",",O
,Alfred,B-AUTHOR
,Morris,I-AUTHOR
,",",O
,Algorithm,B-TITLE
,708,I-TITLE
,:,I-TITLE
,Significant,I-TITLE
,Digit,I-TITLE
,Computation,I-TITLE
,of,I-TITLE
,the,I-TITLE
,Incomplete,I-TITLE
,Beta,I-TITLE
,Function,I-TITLE
,Ratios,I-TITLE
,",",O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Mathematical,I-BOOKTITLE_OR_JOURNAL
,Software,I-BOOKTITLE_OR_JOURNAL
,",",O
,Volume,B-VOLUME
,18,I-VOLUME
,",",O
,1993,B-YEAR
,",",O
,pages,B-PAGES
,360-373,I-PAGES
,.,O
,Parameters,O
,:,O
,Input,O
,",",O
,double,O
,A,O
,",",O
,the,O
,argument,O
,.,O
,Output,O
,",",O
,double,O
,ALNREL,O
,",",O
,the,O
,value,O
,of,O
,ln,O
,(,O
,1,O
,+,O
,A,O
,),O
,.,O
,``,O
Sentence: 45,``,O
,ALGORITHM,B-AUTHOR
,712,I-AUTHOR
,",",O
,COLLECTED,O
,ALGORITHMS,O
,FROM,O
,ACM,B-PUBLISHER
,.,O
,THIS,O
,WORK,O
,PUBLISHED,O
,IN,O
,TRANSACTIONS,B-BOOKTITLE_OR_JOURNAL
,ON,I-BOOKTITLE_OR_JOURNAL
,MATHEMATICAL,I-BOOKTITLE_OR_JOURNAL
,SOFTWARE,I-BOOKTITLE_OR_JOURNAL
,",",O
,VOL,B-VOLUME
,.,I-VOLUME
,18,I-VOLUME
,",",O
,NO,B-NUMBER
,.,I-NUMBER
,4,I-NUMBER
,",",O
,DECEMBER,B-MONTH
,",",O
,1992,B-YEAR
,",",O
,PP,B-PAGES
,.,I-PAGES
,434-435,I-PAGES
,.,O
,The,O
,function,O
,returns,O
,a,O
,normally,O
,distributed,O
,pseudo-random,O
,number,O
,with,O
,a,O
,given,O
,mean,O
,and,O
,standard,O
,devaiation,O
,.,O
,Calls,O
,are,O
,made,O
,to,O
,a,O
,function,O
,subprogram,O
,which,O
,must,O
,return,O
,independent,O
,random,O
,numbers,O
,uniform,O
,in,O
,the,O
,interval,O
,(,O
,"0,1",O
,),O
,.,O
,The,O
,algorithm,O
,uses,O
,the,O
,ratio,O
,of,O
,uniforms,O
,method,O
,of,O
,A.J,O
,.,O
,Kinderman,O
,and,O
,J.F,O
,.,O
,Monahan,O
,augmented,O
,with,O
,quadratic,O
,bounding,O
,curves.,O
,``,O
Sentence: 46,``,O
,``,O
,'',O
,'',O
,Topological,O
,sort,O
,algorithm,O
,by,O
,Kahn,O
,[,O
,1,O
,],O
,-,O
,O,O
,(,O
,nodes,O
,+,O
,vertices,O
,),O
,inputs,O
,:,O
,edges,O
,-,O
,a,O
,dict,O
,of,O
,the,O
,form,O
,{,O
,a,O
,:,O
,{,O
,b,O
,",",O
,c,O
,},O
,},O
,where,O
,b,O
,and,O
,c,O
,depend,O
,on,O
,a,O
,outputs,O
,:,O
,L,O
,-,O
,an,O
,ordered,O
,list,O
,of,O
,nodes,O
,that,O
,satisfy,O
,the,O
,dependencies,O
,of,O
,edges,O
,>,O
,>,O
,>,O
,from,O
,sympy.multipledispatch.utils,O
,import,O
,_toposort,O
,>,O
,>,O
,>,O
,_toposort,O
,(,O
,{,O
,1,O
,:,O
,(,O
,2,O
,",",O
,3,O
,),O
,",",O
,2,O
,:,O
,(,O
,3,O
,",",O
,),O
,},O
,),O
,[,O
,1,O
,",",O
,2,O
,",",O
,3,O
,],O
,Closely,O
,follows,O
,the,O
,wikipedia,O
,page,O
,[,O
,2,O
,],O
,[,O
,1,O
,],O
,Kahn,B-AUTHOR
,",",I-AUTHOR
,Arthur,I-AUTHOR
,B,I-AUTHOR
,.,I-AUTHOR
,(,O
,1962,B-YEAR
,),O
,",",O
,``,O
,Topological,B-TITLE
,sorting,I-TITLE
,of,I-TITLE
,large,I-TITLE
,networks,I-TITLE
,'',O
,",",O
,Communications,B-BOOKTITLE_OR_JOURNAL
,of,I-BOOKTITLE_OR_JOURNAL
,the,I-BOOKTITLE_OR_JOURNAL
,ACM,I-BOOKTITLE_OR_JOURNAL
,[,O
,2,O
,],O
,http,O
,:,O
,en.wikipedia.org,O
,wiki,O
